MER opacity measurements for Pancam 440-nm solar filter images.
Flux_1AU = 3660.55 DN ms-1 in the current best fit.
Abs_Err = 0.0300000 (absolute error in tau derivation at AM=1).
The date of the current best fit is 2018-Dec-07 21:12:25 UTC.
N_ENTRIES = 8697

Comments or questions to Mark Lemmon, lemmon@tamu.edu.

  Product_ID,                    L_s,  R_au,     Sol,     AM,    Flux,    TAU, Rel_err
"1P317019555ESFAA00P2601L8M1",  39.2, 1.641,2126.624,  1.469, 288.928,  0.635,   0.034
"1P317093795ESFAA00P2601L8M1",  39.6, 1.641,2127.460,  1.082, 377.271,  0.610,   0.046
"1P317182567ESFAAEXP2601L8M1",  40.0, 1.642,2128.461,  1.083, 371.900,  0.632,   0.047
"1P317271343ESFAAEXP2601L8M1",  40.5, 1.643,2129.461,  1.083, 385.622,  0.599,   0.048
"1P317361969ESFAANGP2601L8M1",  41.0, 1.643,2130.482,  1.059, 390.945,  0.599,   0.049
"1P317450125ESFAAPWP2601L8M1",  41.4, 1.644,2131.475,  1.066, 381.848,  0.620,   0.052
"1P317450197ESFAAPWP2630L8M1",  41.4, 1.644,2131.476,  1.065, 383.492,  0.616,   0.052
"1P317540747ESFAAPWP2601L8M1",  41.9, 1.645,2132.496,  1.054, 381.607,  0.629,   0.057
"1P317645427ESFAAT1P2601L8M1",  42.4, 1.645,2133.676,  2.314, 179.139,  0.622,   0.029
"1P317806091ESFAAT1P2601L8M1",  43.3, 1.647,2135.486,  1.061, 390.362,  0.598,   0.054
"1P317812451ESFAB00F0006L8M1",  43.3, 1.647,2135.558,  1.129, 387.617,  0.549,   0.047
"1P317896160ESFAB00P2601L8M1",  43.7, 1.647,2136.501,  1.057, 404.765,  0.558,   0.047
"1P317984542ESFAB00P2601L8M1",  44.2, 1.648,2137.497,  1.059, 409.956,  0.545,   0.047
"1P318072819ESFAB66P2601L8M1",  44.6, 1.648,2138.491,  1.061, 417.748,  0.530,   0.046
"1P318247594ESFAB66P2601L8M1",  45.6, 1.650,2140.460,  1.095, 409.091,  0.532,   0.045
"1P318262676ESFAB66P2601L8M1",  45.6, 1.650,2140.630,  1.549, 310.364,  0.552,   0.032
"1P318515127ESFABAPP2601L8M1",  46.9, 1.651,2143.474,  1.078, 411.304,  0.527,   0.047
"1P318797914ESFABCRP2601L8M1",  48.4, 1.653,2146.661,  1.991, 233.944,  0.572,   0.025
"1P319145999ESFABCUP2601L8M1",  50.2, 1.655,2150.583,  1.232, 397.861,  0.495,   0.040
"1P319236206ESFABCXP2601L8M1",  50.6, 1.655,2151.599,  1.316, 392.625,  0.474,   0.037
"1P319316502ESFABCXP2601L8M1",  51.0, 1.656,2152.503,  1.073, 417.145,  0.520,   0.046
"1P319402879ESFABCXP2601L8M1",  51.5, 1.656,2153.477,  1.085, 415.396,  0.517,   0.046
"1P319413323ESFABCXP2601L8M1",  51.5, 1.656,2153.594,  1.293, 380.802,  0.505,   0.038
"1P319493255ESFABCXP2600L8M1",  51.9, 1.657,2154.495,  1.075, 407.215,  0.540,   0.046
"1P319509280ESFABCXP2601L8M1",  52.0, 1.657,2154.676,  2.355, 212.547,  0.524,   0.021
"1P319582659ESFABCXP2601L8M1",  52.4, 1.657,2155.502,  1.075, 420.947,  0.511,   0.046
"1P319669828ESFABCXP2601L8M1",  52.8, 1.657,2156.484,  1.081, 410.163,  0.531,   0.047
"1P319687026ESFABCXP2633L8M1",  52.9, 1.658,2156.678,  2.436, 231.135,  0.472,   0.021
"1P319687099ESFABCXP2618L8M1",  52.9, 1.658,2156.679,  2.446, 228.334,  0.476,   0.021
"1P319758226ESFABCXP2601L8M1",  53.3, 1.658,2157.480,  1.085, 402.253,  0.547,   0.046
"1P319847453ESFABCXP2601L8M1",  53.7, 1.658,2158.486,  1.082, 413.235,  0.524,   0.046
"1P319936220ESFABCXP2601L8M1",  54.2, 1.659,2159.486,  1.083, 409.670,  0.531,   0.046
"1P320025313ESFABCXP2600L8M1",  54.7, 1.659,2160.489,  1.082, 408.155,  0.536,   0.046
"1P320038375ESFABEIP2601L8M1",  54.7, 1.659,2160.637,  1.648, 309.821,  0.522,   0.030
"1P320115007ESFABEIP2600L8M1",  55.1, 1.659,2161.500,  1.081, 411.129,  0.528,   0.047
"1P320204941ESFABEIP2601L8M1",  55.6, 1.660,2162.513,  1.085, 405.887,  0.539,   0.046
"1P320291577ESFABFNP2601L8M1",  56.0, 1.660,2163.489,  1.085, 409.892,  0.533,   0.046
"1P320386806ESFABFNP2601L8M1",  56.5, 1.661,2164.562,  1.170, 403.812,  0.511,   0.042
"1P320474942ESFABGRP2601L8M1",  56.9, 1.661,2165.555,  1.152, 388.687,  0.555,   0.043
"1P320559789ESFABGRP2601L8M1",  57.4, 1.661,2166.511,  1.087, 402.717,  0.552,   0.045
"1P320648509ESFABJKP2601L8M1",  57.8, 1.661,2167.510,  1.088, 407.306,  0.544,   0.045
"1P320737271ESFABJKP2601L8M1",  58.3, 1.662,2168.510,  1.089, 408.457,  0.540,   0.045
"1P320824190ESFABJKP2601L8M1",  58.7, 1.662,2169.490,  1.090, 406.428,  0.540,   0.046
"1P320837830ESFABLNP2601L8M1",  58.8, 1.662,2169.643,  1.745, 248.701,  0.622,   0.028
"1P320839709ESFABLNP2633L8M1",  58.8, 1.662,2169.664,  2.110, 257.512,  0.497,   0.024
"1P320915467ESFABLNP2601L8M1",  59.2, 1.662,2170.518,  1.095, 409.687,  0.540,   0.046
"1P321001814ESFABLNP2601L8M1",  59.6, 1.663,2171.491,  1.091, 412.392,  0.531,   0.045
"1P321092395ESFABMIP2601L8M1",  60.1, 1.663,2172.511,  1.093, 411.229,  0.536,   0.046
"1P321179390ESFABMIP2601L8M1",  60.5, 1.663,2173.491,  1.093, 405.443,  0.548,   0.045
"1P321268147ESFABPRP2601L8M1",  61.0, 1.663,2174.491,  1.093, 403.726,  0.553,   0.045
"1P321357926ESFABPRP2600L8M1",  61.4, 1.664,2175.503,  1.093, 410.788,  0.538,   0.045
"1P321447259ESFABPRP2601L8M1",  61.9, 1.664,2176.509,  1.095, 400.311,  0.561,   0.045
"1P321536627ESFABWUP2601L8M1",  62.3, 1.664,2177.516,  1.100, 400.462,  0.567,   0.048
"1P321624794ESFABWUP2601L8M1",  62.8, 1.664,2178.510,  1.097, 429.236,  0.508,   0.049
"1P321712021ESFAB6VP2601L8M1",  63.2, 1.664,2179.492,  1.097, 420.356,  0.537,   0.058
"1P321800793ESFAB6VP2601L8M1",  63.7, 1.665,2180.492,  1.098, 428.566,  0.519,   0.057
"1P321807615ESFAC00F0006L8M1",  63.7, 1.665,2180.569,  1.209, 417.395,  0.459,   0.044
"1P321814296ESFAC00P2601L8M1",  63.7, 1.665,2180.645,  1.777, 319.384,  0.474,   0.028
"1P321889571ESFAC00P2601L8M1",  64.1, 1.665,2181.492,  1.099, 416.937,  0.519,   0.045
"1P321978351ESFAC00P2601L8M1",  64.6, 1.665,2182.493,  1.099, 430.410,  0.491,   0.045
"1P322065540ESFACFNP2601L8M1",  65.0, 1.665,2183.475,  1.113, 434.013,  0.489,   0.048
"1P322155900ESFACO8P2601L8M1",  65.5, 1.665,2184.493,  1.101, 418.293,  0.532,   0.053
"1P322243988ESFACO8P2601L8M1",  65.9, 1.665,2185.485,  1.105, 435.467,  0.493,   0.051
"1P322333452ESFAD00P2601L8M1",  66.4, 1.665,2186.493,  1.102, 436.336,  0.480,   0.045
"1P322425638ESFAD00P2601L8M1",  66.8, 1.666,2187.532,  1.125, 440.919,  0.464,   0.044
"1P322511247ESFADFPP2600L8M1",  67.3, 1.666,2188.497,  1.103, 431.595,  0.503,   0.049
"1P322600088ESFADFPP2601L8M1",  67.7, 1.666,2189.497,  1.104, 443.310,  0.479,   0.049
"1P322688563ESFADNWP2601L8M1",  68.2, 1.666,2190.494,  1.105, 411.019,  0.551,   0.055
"1P322688633ESFADNWP2630L8M1",  68.2, 1.666,2190.495,  1.105, 412.651,  0.547,   0.055
"1P322875904ESFAD4WF0006L8M1",  69.1, 1.666,2192.604,  1.397, 378.485,  0.507,   0.053
"1P322876572ESFAE00F0006L8M1",  69.1, 1.666,2192.612,  1.451, 363.289,  0.483,   0.037
"1P322953339ESFAE00P2601L8M1",  69.5, 1.666,2193.477,  1.118, 419.476,  0.510,   0.044
"1P323041868ESFAEDXP2600L8M1",  69.9, 1.666,2194.474,  1.121, 429.018,  0.486,   0.045
"1P323059210ESFAEDXP2633L8M1",  70.0, 1.666,2194.670,  2.279, 259.268,  0.468,   0.023
"1P323132707ESFAEDXP2600L8M1",  70.4, 1.666,2195.498,  1.108, 431.012,  0.495,   0.045
"1P323223700ESFAEDXP2601L8M1",  70.9, 1.666,2196.523,  1.120, 417.405,  0.525,   0.045
"1P323309999ESFAEI4P2601L8M1",  71.3, 1.666,2197.495,  1.109, 427.941,  0.500,   0.045
"1P323397409ESFAEI4P2601L8M1",  71.7, 1.666,2198.480,  1.118, 431.721,  0.485,   0.045
"1P323489702ESFAENTP2601L8M1",  72.2, 1.666,2199.520,  1.119, 428.195,  0.506,   0.048
"1P323575506ESFAENTP2601L8M1",  72.6, 1.666,2200.486,  1.115, 436.892,  0.481,   0.044
"1P323666894ESFAENTP2601L8M1",  73.1, 1.666,2201.516,  1.117, 423.722,  0.517,   0.048
"1P323754871ESFAENVP2600L8M1",  73.5, 1.666,2202.507,  1.113, 438.668,  0.481,   0.044
"1P323845342ESFAENVP2601L8M1",  74.0, 1.666,2203.526,  1.128, 427.860,  0.502,   0.045
"1P323931472ESFAEOJP2600L8M1",  74.4, 1.666,2204.497,  1.113, 448.131,  0.466,   0.045
"1P324019935ESFAEOJP2601L8M1",  74.9, 1.666,2205.493,  1.114, 442.981,  0.476,   0.045
"1P324110565ESFAF00P2600L8M1",  75.3, 1.666,2206.514,  1.118, 464.419,  0.430,   0.044
"1P324197672ESFAF00P2601L8M1",  75.8, 1.665,2207.496,  1.115, 426.559,  0.508,   0.044
"1P324285034ESFAFDXP2600L8M1",  76.2, 1.665,2208.480,  1.124, 445.966,  0.473,   0.046
"1P324376274ESFAFDXP2600L8M1",  76.7, 1.665,2209.508,  1.117, 439.092,  0.496,   0.049
"1P324465540ESFAFDXP2601L8M1",  77.1, 1.665,2210.513,  1.120, 439.472,  0.495,   0.049
"1P324472374ESFAFHUP2601L8M1",  77.2, 1.665,2210.590,  1.324, 415.109,  0.464,   0.043
"1P324643166ESFAFHUP2601L8M1",  78.0, 1.665,2212.515,  1.121, 432.516,  0.506,   0.047
"1P324731380ESFAFPLP2600L8M1",  78.5, 1.665,2213.508,  1.118, 435.855,  0.501,   0.052
"1P324819045ESFAFPLP2601L8M1",  78.9, 1.664,2214.496,  1.118, 431.148,  0.513,   0.050
"1P325274948ESFAG00P2601L8M1",  81.2, 1.663,2219.632,  1.657, 371.927,  0.434,   0.030
"1P325353676ESFAG00P2601L8M1",  81.6, 1.663,2220.519,  1.127, 447.557,  0.470,   0.044
"1P325363984ESFAG00P2601L8M1",  81.7, 1.663,2220.635,  1.693, 337.393,  0.483,   0.029
"1P325440548ESFAG00P2601L8M1",  82.1, 1.663,2221.498,  1.120, 464.623,  0.441,   0.044
"1P325530364ESFAG00P2600L8M1",  82.5, 1.663,2222.510,  1.122, 434.079,  0.500,   0.044
"1P325542031ESFAG00P2601L8M1",  82.6, 1.663,2222.641,  1.767, 323.132,  0.488,   0.028
"1P325618086ESFAG00P2601L8M1",  83.0, 1.662,2223.498,  1.120, 439.798,  0.490,   0.044
"1P325619161ESFAG00P2600L8M1",  83.0, 1.662,2223.510,  1.122, 441.902,  0.487,   0.044
"1P325634385ESFAG00P2633L8M1",  83.1, 1.662,2223.682,  2.651, 208.338,  0.491,   0.019
"1P325707481ESFAG00P2601L8M1",  83.4, 1.662,2224.505,  1.121, 455.865,  0.459,   0.044
"1P325797178ESFAG00P2601L8M1",  83.9, 1.662,2225.515,  1.126, 437.137,  0.495,   0.044
"1P325884482ESFAGB5P2601L8M1",  84.3, 1.661,2226.499,  1.121, 442.389,  0.495,   0.045
"1P325973135ESFAGB5P2601L8M1",  84.8, 1.661,2227.498,  1.121, 455.547,  0.470,   0.045
"1P326062338ESFAGEIP2601L8M1",  85.2, 1.661,2228.503,  1.121, 455.457,  0.474,   0.047
"1P326151062ESFAGEIP2600L8M1",  85.7, 1.660,2229.502,  1.122, 443.527,  0.500,   0.047
"1P326168004ESFAGEIP2633L8M1",  85.8, 1.660,2229.693,  3.134, 168.164,  0.489,   0.017
"1P326239518ESFAGEIP2601L8M1",  86.1, 1.660,2230.499,  1.122, 441.817,  0.503,   0.046
"1P326328375ESFAGIJP2601L8M1",  86.6, 1.660,2231.500,  1.122, 448.060,  0.496,   0.051
"1P326417140ESFAGIJP2601L8M1",  87.0, 1.659,2232.500,  1.122, 440.817,  0.512,   0.051
"1P326504542ESFAGIJP2601L8M1",  87.5, 1.659,2233.484,  1.128, 443.195,  0.503,   0.049
"1P326593151ESFAGK2P2601L8M1",  87.9, 1.659,2234.482,  1.129, 459.278,  0.471,   0.049
"1P326683483ESFAGK2P2601L8M1",  88.4, 1.658,2235.500,  1.122, 447.421,  0.501,   0.052
"1P326701483ESFAGK2P2633L8M1",  88.5, 1.658,2235.703,  3.721, 151.778,  0.442,   0.016
"1P326772240ESFAGK2P2601L8M1",  88.8, 1.658,2236.500,  1.122, 447.641,  0.501,   0.051
"1P326787274ESFAGK2P2633L8M1",  88.9, 1.658,2236.669,  2.298, 256.317,  0.490,   0.025
"1P326863483ESFAGK2P2601L8M1",  89.3, 1.657,2237.528,  1.140, 428.145,  0.537,   0.053
"1P326949808ESFAGK2P2601L8M1",  89.7, 1.657,2238.500,  1.122, 452.407,  0.494,   0.052
"1P327038203ESFAGK2P2601L8M1",  90.2, 1.657,2239.496,  1.123, 440.449,  0.518,   0.051
"1P327127287ESFAGN3P2601L8M1",  90.7, 1.656,2240.500,  1.122, 466.928,  0.465,   0.051
"1P327143562ESFAGN3P2600L8M1",  90.7, 1.656,2240.683,  2.718, 218.657,  0.476,   0.023
"1P327215506ESFAGN3P2601L8M1",  91.1, 1.656,2241.493,  1.123, 466.480,  0.466,   0.050
"1P327315888ESFAH00F0006L8M1",  91.6, 1.655,2242.625,  1.580, 369.073,  0.464,   0.034
"1P327393624ESFAH00P2601L8M1",  92.0, 1.655,2243.500,  1.122, 456.799,  0.478,   0.044
"1P327407975ESFAH00P2600L8M1",  92.1, 1.655,2243.662,  2.124, 284.160,  0.478,   0.023
"1P327482380ESFAH00P2601L8M1",  92.5, 1.654,2244.500,  1.122, 407.543,  0.580,   0.044
"1P327571597ESFAHDJP2601L8M1",  92.9, 1.654,2245.505,  1.122, 434.556,  0.536,   0.047
"1P327660324ESFAHDJP2601L8M1",  93.4, 1.653,2246.505,  1.122, 423.081,  0.562,   0.048
"1P327749776ESFAHDJP2600L8M1",  93.8, 1.653,2247.512,  1.125, 436.220,  0.535,   0.048
"1P327837191ESFAHDJP2601L8M1",  94.3, 1.652,2248.497,  1.122, 448.495,  0.512,   0.047
"1P327926531ESFAHDJP2601L8M1",  94.8, 1.652,2249.504,  1.122, 449.374,  0.512,   0.048
"1P328015099ESFAHDJP2601L8M1",  95.2, 1.651,2250.501,  1.121, 436.541,  0.539,   0.047
"1P328104018ESFAHDJP2601L8M1",  95.7, 1.650,2251.503,  1.121, 467.562,  0.480,   0.047
"1P328109998ESFAHKCP2601L8M1",  95.7, 1.650,2251.571,  1.241, 430.077,  0.503,   0.046
"1P328192651ESFAHKCP2601L8M1",  96.1, 1.650,2252.502,  1.121, 450.573,  0.506,   0.045
"1P328281118ESFAHKCP2601L8M1",  96.6, 1.649,2253.498,  1.121, 451.407,  0.506,   0.045
"1P328285928ESFAHNDP2601L8M1",  96.6, 1.649,2253.552,  1.184, 437.363,  0.514,   0.049
"1P328371129ESFAHNDP2601L8M1",  97.0, 1.649,2254.512,  1.124, 440.588,  0.533,   0.049
"1P328461829ESFAHNDP2600L8M1",  97.5, 1.648,2255.534,  1.146, 377.559,  0.661,   0.050
"1P329441633ESFAI16P2601L8M1", 102.6, 1.641,2266.571,  1.238, 412.496,  0.544,   0.040
"1P329525790ESFAI16P2601L8M1", 103.0, 1.640,2267.520,  1.124, 419.398,  0.585,   0.044
"1P329611807ESFAI16P2601L8M1", 103.5, 1.640,2268.488,  1.118, 473.772,  0.477,   0.044
"1P329703061ESFAI16P2601L8M1", 103.9, 1.639,2269.516,  1.121, 468.381,  0.491,   0.044
"1P329790610ESFAIFVP2601L8M1", 104.4, 1.638,2270.503,  1.114, 469.126,  0.483,   0.046
"1P329879371ESFAIFVP2601L8M1", 104.9, 1.637,2271.503,  1.114, 478.818,  0.465,   0.047
"1P330055468ESFAIO8P2601L8M1", 105.8, 1.636,2273.486,  1.117, 480.284,  0.447,   0.059
"1P330412096ESFAJ00P2601L8M1", 107.7, 1.633,2277.504,  1.110, 479.823,  0.484,   0.044
"1P330415916ESFAJ00P2601L8M1", 107.7, 1.633,2277.547,  1.160, 457.810,  0.506,   0.042
"1P330429347ESFAJ00P2633L8M1", 107.8, 1.633,2277.698,  3.384, 145.818,  0.512,   0.016
"1P330501178ESFAJ00P2601L8M1", 108.1, 1.632,2278.507,  1.111, 490.924,  0.465,   0.044
"1P330595486ESFAJFDP2601L8M1", 108.6, 1.631,2279.570,  1.225, 464.027,  0.478,   0.043
"1P330679913ESFAJFDP2601L8M1", 109.1, 1.630,2280.521,  1.118, 468.523,  0.511,   0.044
"1P330962929ESFAJU3P2633L8M1", 110.6, 1.628,2283.709,  4.161, 111.447,  0.485,   0.015
"1P331215093ESFAK00P2601L8M1", 111.9, 1.625,2286.550,  1.161, 494.014,  0.454,   0.042
"1P331300063ESFAK00P2601L8M1", 112.4, 1.624,2287.507,  1.104, 505.132,  0.456,   0.045
"1P331388456ESFAKFNP2601L8M1", 112.8, 1.623,2288.503,  1.103, 475.438,  0.500,   0.049
"1P331478657ESFAKFNP2601L8M1", 113.3, 1.622,2289.519,  1.110, 494.190,  0.469,   0.046
"1P331496516ESFAKFNP2633L8M1", 113.4, 1.622,2289.720,  5.397,  52.824,  0.513,   0.016
"1P331566183ESFAKFNP2601L8M1", 113.8, 1.622,2290.505,  1.102, 512.167,  0.436,   0.049
"1P331656193ESFAKFNP2601L8M1", 114.3, 1.621,2291.519,  1.108, 524.274,  0.418,   0.047
"1P331742205ESFAKFNP2601L8M1", 114.7, 1.620,2292.488,  1.103, 509.940,  0.439,   0.051
"1P331832518ESFAKNWP2601L8M1", 115.2, 1.619,2293.505,  1.099, 511.770,  0.436,   0.053
"1P331920055ESFAKNWP2601L8M1", 115.7, 1.618,2294.491,  1.099, 492.903,  0.463,   0.060
"1P332283686ESFAL00F0006L8M1", 117.6, 1.614,2298.588,  1.286, 468.077,  0.456,   0.042
"1P332365170ESFAL00P2601L8M1", 118.1, 1.613,2299.506,  1.094, 513.050,  0.467,   0.045
"1P332453946ESFALFJP2601L8M1", 118.5, 1.612,2300.506,  1.094, 490.354,  0.513,   0.045
"1P332471201ESFALNMP2620L8M1", 118.6, 1.612,2300.701,  3.459, 153.398,  0.500,   0.016
"1P332544259ESFALNMP2601L8M1", 119.0, 1.611,2301.523,  1.104, 481.319,  0.525,   0.045
"1P332631505ESFALNMP2601L8M1", 119.5, 1.610,2302.506,  1.092, 520.128,  0.456,   0.046
"1P332648994ESFALNMP2618L8M1", 119.6, 1.610,2302.703,  3.643, 150.376,  0.481,   0.015
"1P332719659ESFALNMP2601L8M1", 120.0, 1.609,2303.499,  1.090, 533.943,  0.432,   0.046
"1P332809065ESFALNMP2601L8M1", 120.5, 1.608,2304.507,  1.090, 554.979,  0.401,   0.046
"1P332898748ESFALNMP2601L8M1", 120.9, 1.607,2305.517,  1.094, 529.816,  0.447,   0.045
"1P332987524ESFALNMP2601L8M1", 121.4, 1.606,2306.517,  1.094, 546.832,  0.420,   0.045
"1P333004719ESFALNMP2601L8M1", 121.5, 1.606,2306.711,  4.219, 138.841,  0.436,   0.014
"1P333076917ESFALNMP2601L8M1", 121.9, 1.605,2307.524,  1.099, 546.762,  0.422,   0.045
"1P333163535ESFALNMP2601L8M1", 122.4, 1.604,2308.500,  1.086, 554.687,  0.406,   0.047
"1P333252323ESFALNMP2601L8M1", 122.9, 1.603,2309.500,  1.085, 541.354,  0.432,   0.047
"1P333344232ESFALNMP2600L8M1", 123.4, 1.602,2310.535,  1.111, 481.377,  0.540,   0.045
"1P333429889ESFALS9P2601L8M1", 123.8, 1.601,2311.500,  1.083, 567.799,  0.395,   0.046
"1P333529150ESFALS9P2601L8M1", 124.4, 1.599,2312.619,  1.471, 378.028,  0.582,   0.038
"1P333610895ESFALS9P2600L8M1", 124.8, 1.599,2313.540,  1.115, 537.258,  0.448,   0.046
"1P333698065ESFALS9P2601L8M1", 125.3, 1.597,2314.521,  1.090, 547.534,  0.440,   0.046
"1P333702158ESFALU0F0006L8M1", 125.3, 1.597,2314.568,  1.185, 520.981,  0.447,   0.042
"1P333702854ESFAM00F0006L8M1", 125.3, 1.597,2314.576,  1.214, 473.009,  0.501,   0.044
"1P333786512ESFAM00P2601L8M1", 125.8, 1.596,2315.518,  1.086, 548.118,  0.440,   0.045
"1P333789434ESFAM00P2601L8M1", 125.8, 1.596,2315.551,  1.136, 542.503,  0.432,   0.043
"1P333801543ESFAM00P2633L8M1", 125.9, 1.596,2315.687,  2.762, 215.129,  0.513,   0.018
"1P333876211ESFAM00P2601L8M1", 126.3, 1.595,2316.529,  1.095, 547.783,  0.439,   0.045
"1P333962521ESFAM00P2601L8M1", 126.8, 1.594,2317.501,  1.077, 572.231,  0.407,   0.046
"1P334051302ESFAM00P2601L8M1", 127.3, 1.593,2318.501,  1.076, 563.976,  0.423,   0.046
"1P334140072ESFAM00P2601L8M1", 127.7, 1.592,2319.501,  1.075, 545.382,  0.456,   0.046
"1P334228849ESFAMFFP2601L8M1", 128.2, 1.591,2320.501,  1.074, 540.178,  0.461,   0.047
"1P334317626ESFAMFFP2601L8M1", 128.7, 1.590,2321.501,  1.073, 559.154,  0.431,   0.047
"1P334408562ESFAMOYP2601L8M1", 129.2, 1.588,2322.526,  1.086, 529.183,  0.486,   0.045
"1P334495178ESFAMOYP2601L8M1", 129.7, 1.587,2323.501,  1.071, 527.621,  0.487,   0.048
"1P334598389ESFAMXXP2633L8M1", 130.3, 1.586,2324.664,  2.067, 365.754,  0.443,   0.028
"1P334685460ESFAN00F0006L8M1", 130.8, 1.585,2325.645,  1.738, 304.130,  0.617,   0.031
"1P334761572ESFAN00P2601L8M1", 131.2, 1.584,2326.503,  1.068, 471.950,  0.608,   0.046
"1P334850284ESFANDZP2601L8M1", 131.7, 1.583,2327.502,  1.067, 521.268,  0.511,   0.047
"1P334939066ESFANLYP2601L8M1", 132.2, 1.582,2328.502,  1.066, 514.332,  0.523,   0.048
"1P335029070ESFANTZP2601L8M1", 132.7, 1.580,2329.516,  1.070, 563.393,  0.451,   0.046
"1P335046322ESFAN9IP2618L8M1", 132.8, 1.580,2329.710,  4.083, 152.607,  0.440,   0.016
"1P335116613ESFAN9IP2601L8M1", 133.2, 1.579,2330.502,  1.064, 553.626,  0.452,   0.052
"1P335205607ESFAN9IP2601L8M1", 133.7, 1.578,2331.505,  1.063, 560.047,  0.446,   0.050
"1P335302129ESFAN9IP2600L8M1", 134.2, 1.577,2332.592,  1.267, 407.073,  0.648,   0.044
"1P335304444ESFAN##F0006L8M1", 134.2, 1.577,2332.618,  1.439, 379.313,  0.620,   0.039
"1P335305115ESFAO00F0006L8M1", 134.2, 1.577,2332.626,  1.505, 346.432,  0.636,   0.036
"1P335382875ESFAO00P2601L8M1", 134.7, 1.576,2333.502,  1.061, 522.021,  0.532,   0.047
"1P335473198ESFAOI3P2601L8M1", 135.2, 1.574,2334.519,  1.067, 508.665,  0.546,   0.049
"1P335563127ESFAONOP2601L8M1", 135.7, 1.573,2335.532,  1.081, 551.637,  0.473,   0.046
"1P335572314ESFAOOTP2633L8M1", 135.8, 1.573,2335.636,  1.606, 405.141,  0.517,   0.032
"1P335650741ESFAOOTP2601L8M1", 136.2, 1.572,2336.520,  1.065, 543.365,  0.478,   0.054
"1P335738993ESFAOOYP2601L8M1", 136.7, 1.571,2337.514,  1.060, 574.931,  0.426,   0.057
"1P335823771ESFAOOYP2601L8M1", 137.2, 1.570,2338.469,  1.076, 579.875,  0.408,   0.061
"1P335919941ESFAOOYP2601L8M1", 137.7, 1.568,2339.552,  1.113, 524.004,  0.512,   0.045
"1P336006769ESFAOOYP2601L8M1", 138.2, 1.567,2340.530,  1.073, 565.683,  0.450,   0.051
"1P336092780ESFAOOYP2601L8M1", 138.7, 1.566,2341.499,  1.052, 592.631,  0.403,   0.063
"1P336180024ESFAOOYP2601L8M1", 139.2, 1.565,2342.482,  1.058, 564.962,  0.446,   0.064
"1P336199116ESFAOOYP2633L8M1", 139.3, 1.564,2342.697,  3.129, 130.047,  0.634,   0.018
"1P336269119ESFAOOYP2601L8M1", 139.7, 1.563,2343.486,  1.055, 510.402,  0.547,   0.064
"1P336361576ESFAOOYP2601L8M1", 140.3, 1.562,2344.527,  1.065, 563.403,  0.464,   0.052
"1P336367727ESFAOOYP2601L8M1", 140.3, 1.562,2344.597,  1.277, 491.513,  0.513,   0.039
"1P336377037ESFAOOYP2633L8M1", 140.3, 1.562,2344.702,  3.372, 114.001,  0.628,   0.017
"1P336445129ESFAOOYP2601L8M1", 140.7, 1.561,2345.469,  1.069, 540.904,  0.490,   0.062
"1P336535128ESFAOOYP2601L8M1", 141.3, 1.560,2346.482,  1.054, 601.283,  0.397,   0.064
"1P336547817ESFAO1UF0006L8M1", 141.3, 1.559,2346.625,  1.482, 528.521,  0.397,   0.034
"1P336548543ESFAP00F0006L8M1", 141.3, 1.559,2346.634,  1.564, 517.706,  0.376,   0.035
"1P336554777ESFAP00P2633L8M1", 141.4, 1.559,2346.704,  3.515, 144.755,  0.535,   0.016
"1P336631661ESFAP00P2601L8M1", 141.8, 1.558,2347.570,  1.156, 527.943,  0.507,   0.043
"1P336713051ESFAPBNP2601L8M1", 142.3, 1.557,2348.487,  1.049, 595.400,  0.443,   0.047
"1P336802449ESFAPMAP2601L8M1", 142.8, 1.556,2349.494,  1.045, 583.134,  0.461,   0.048
"1P336890911ESFAPMAP2601L8M1", 143.3, 1.554,2350.490,  1.045, 560.803,  0.499,   0.049
"1P336983374ESFAPMAP2601L8M1", 143.9, 1.553,2351.532,  1.064, 585.993,  0.465,   0.048
"1P337066819ESFAPMAP2601L8M1", 144.3, 1.552,2352.472,  1.057, 577.898,  0.459,   0.052
"1P337160329ESFAPZVP2601L8M1", 144.9, 1.551,2353.526,  1.054, 580.927,  0.481,   0.050
"1P337173742ESFAPZVP2633L8M1", 145.0, 1.550,2353.677,  2.318, 358.741,  0.431,   0.026
"1P337244467ESFAPZVP2601L8M1", 145.4, 1.549,2354.474,  1.054, 586.998,  0.440,   0.059
"1P337345308ESFAQ00F0006L8M1", 146.0, 1.548,2355.610,  1.344, 503.491,  0.469,   0.040
"1P337422942ESFAQ00P2601L8M1", 146.4, 1.547,2356.484,  1.043, 559.539,  0.519,   0.047
"1P337511714ESFAQ00P2601L8M1", 146.9, 1.545,2357.484,  1.042, 584.828,  0.479,   0.047
"1P337606339ESFAQJLP2601L8M1", 147.5, 1.544,2358.551,  1.090, 559.735,  0.511,   0.049
"1P337688084ESFAQJLP2601L8M1", 148.0, 1.543,2359.471,  1.052, 533.169,  0.552,   0.051
"1P337784193ESFAQJLP2601L8M1", 148.5, 1.541,2360.554,  1.096, 508.184,  0.600,   0.049
"1P337869318ESFAQPWP2601L8M1", 149.0, 1.540,2361.513,  1.037, 557.718,  0.541,   0.050
